State,District,Latitude,Longitude,District code,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male SC,Female SC,ST,Male ST,Female ST,Workers,Male workers,Female workers,Main workers,Marginal workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Lpg cylindar,Electricty,Internet,Computer,Rural Households,Urbal Households,Households,Below Primary Education,Primary Education,Middle Education,Secondary Education,Higher Education,Graduates,Literates,Illiterates,Total Educated,Age 0 to 30,Age 30 to 50,Age above 50,Cars,Radios,Motorcycles,Mobiles,All Gadgets,Television,Landlines,Both Phone and Landline,Latrine facilities,Owned,Rented,Fuel,No Latrine Facilities,wells,Handpump Tubewell Borewell,Spring water,Canal,Other Sources of Water,Drinking Water Near Household,Drinking Water Within Household,Watertank Pond Lakes,Tapwater,DrinkingWater Source Far From Home,1 couple,2 couple,3 couple,3 or more couple,1 member,2 members,1-2 members,3 members,3-5 members,4 members,5 members,6-8 members,9 members,Total_minority,Male Minority,Female Minority,Secondary - Higher
Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,630,1506843,774303,732540,917709,527599,390110,245392,124706,120686,63044,32130,30914,751170,446057,305113,652996,98174,1452956,38304,14089,164,39,37,87,104785,337972,3651,18927,396819,91107,487926,129778,240222,221194,177877,103367,112592,1011099,512824,1523923,804186,434328,267536,5843,52200,107968,222790,7687,310765,258752,16103,72402,344702,32008,214,301065,59989,99607,299,939,2270,281438,37897,125,212222,61589,280175,50837,4998,5458,18542,49127,67669,61578,252941,114633,76730,56310,4004,308436,156836,151600,74510
Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,612,2159775,1080938,1078837,1481834,816180,665654,452376,225573,226803,8064,4095,3969,1105155,665469,439686,963017,142138,1879494,105012,169945,313,256,71,138,209640,500057,9155,38677,443818,269724,713542,207751,386421,372636,282628,153100,163050,1595029,480681,2075710,1065734,647806,443528,15538,130963,147737,335455,15800,458486,379839,20547,187447,445908,106467,391,330624,21095,66961,3328,1758,5001,381313,140831,934,459347,41028,414781,64405,6056,6698,30279,83532,113811,107295,375642,172444,95903,68502,5217,460440,229668,230772,129528
Tamil Nadu,Erode,11.267012155963302,77.42034334862392,610,2251744,1129868,1121876,1492662,828300,664362,369483,184408,185075,21880,11024,10856,1195773,732083,463690,1111051,84722,2115455,76098,55899,435,148,639,157,371015,595211,18604,58861,411286,432398,843684,175017,345914,319484,269016,155344,215514,1510680,608003,2118683,1006543,701326,542295,33405,174975,288543,383623,37339,557479,483430,54771,322847,466373,177609,321,275878,35671,95965,922,5672,3095,393062,234189,270,511890,31483,487375,56971,3695,3912,55751,124130,179881,152415,434027,203567,78045,42331,2495,391363,195432,195931,113672
Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,604,3998252,2012958,1985294,3013382,1611461,1401921,948081,474264,473817,41210,20605,20605,1673814,1181308,492506,1367378,306436,3537399,173785,256762,1620,990,4962,756,622095,961161,100322,200738,438799,774705,1213504,183054,535947,608188,634172,312208,526886,2867809,678374,3546183,2076492,1200284,715895,68427,240359,418526,665334,137686,904619,832716,103399,651240,700252,281627,475,323242,39231,163172,1413,1411,26856,496248,435671,3262,732354,61890,761575,97620,10013,11193,37098,128984,166082,196143,701330,325921,179266,115195,11202,989291,494869,494422,321964
Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,629,1870374,926345,944029,1548738,780541,768197,74249,36817,37432,7282,3554,3728,679620,524629,154991,552658,126962,909872,78590,876299,160,438,156,10,199188,465692,15673,52943,104253,493788,598041,134236,331559,314029,322511,226312,254107,1625788,210901,1836689,887052,556548,425849,21577,80942,115092,302741,23194,438938,398548,46496,427853,420282,57337,192,34878,65425,54896,2350,1315,4819,260206,189576,411,318483,39419,343647,55107,5937,6697,22630,54799,77429,85208,348564,172003,91353,57448,5760,81531,40371,41160,96199
Tamil Nadu,Karur,10.79532776617955,78.08749686847604,613,1064493,528184,536309,727044,401726,325318,221385,108809,112576,575,297,278,543298,329034,214264,508507,34791,993666,53292,16483,115,29,7,79,135831,264949,4915,17995,212241,152420,364661,76629,190229,167466,146666,77874,85595,759410,276930,1036340,501585,320645,241843,10648,73515,117119,183206,10393,250010,210748,13620,118708,221047,61893,60,153234,7098,26150,291,683,2094,167820,106194,23,250198,13834,206574,31734,2873,3206,21751,45727,67478,57883,185113,82916,44314,32276,2981,221960,109106,112854,68792
Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,623,3038252,1526475,1511777,2273430,1223810,1049620,408976,205098,203878,11096,5622,5474,1354632,902704,451928,1173902,180730,2760502,168881,97711,520,199,1532,305,391821,754141,34097,95311,417718,592723,1010441,234611,525151,532616,453509,250285,363152,2398674,449125,2847799,1528178,913715,593827,30852,228106,228557,530152,54832,708942,618922,47472,472221,491822,279755,304,283179,3207,90919,2055,810,19034,434208,298527,1171,678712,65204,605700,71390,7350,8241,40659,113256,153915,154348,552457,258941,139168,83006,8561,420072,210720,209352,203224
Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,618,1616450,798127,818323,1213008,640916,572092,509767,252332,257435,3756,1847,1909,671994,461174,210820,486328,185666,1435072,128617,47579,184,450,963,110,143846,381940,5585,19692,399016,118724,517740,136593,323359,313357,249630,122350,125639,1306690,253572,1560262,828444,463326,323706,9042,111474,86939,216892,9238,362211,282418,35755,163184,365468,40644,132,238621,5211,134810,151,71,3838,282989,104497,291,266938,25170,308480,31907,3303,3832,23473,57264,80737,75810,273370,118314,79246,54186,4363,513523,254179,259344,127280
Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,609,1726601,869280,857321,1176131,653312,522819,345392,173973,171419,57059,29383,27676,898245,531463,366782,839152,59093,1673652,32483,16909,183,108,84,199,265276,441044,8960,31581,370357,257127,627484,123573,297179,247516,214836,126468,169206,1200360,388418,1588778,817905,510413,397064,18550,138294,212434,300910,19466,418420,352439,29271,194417,343287,126986,263,209494,35099,66003,578,2340,3523,308684,140627,154,365810,28446,354019,45345,2788,2947,36901,87385,124286,100172,313747,146278,67297,38032,1692,402451,203356,199095,88368
Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,615,565223,282157,283066,375823,208011,167812,175289,87444,87845,2584,1292,1292,299726,162639,137087,255097,44629,521658,32702,10301,83,39,38,26,49390,135751,1507,7745,155413,33179,188592,85210,106751,85101,71650,41447,44025,443373,109011,552384,291371,158218,115151,2259,25925,32178,90597,2687,125953,103116,5841,33135,132395,14725,33,109778,7474,16041,67,59,864,111622,28692,933,122903,9087,105551,14136,1057,1159,11089,24583,35672,28566,95746,41020,26160,16991,992,177873,88736,89137,30203
Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,621,1618345,803188,815157,1110545,608776,501769,284804,141428,143376,1283,647,636,761693,471099,290594,640248,121445,1428784,114194,72850,119,81,32,293,82967,354493,4494,18272,399712,104229,503941,97231,283299,270046,251855,121706,111731,1167183,447346,1614529,835853,470428,311175,7882,88107,110324,249584,8191,324444,286329,18996,109247,344074,42109,119,272449,10324,39632,5933,2213,6134,275689,57015,22488,301552,57924,283940,46461,5400,6160,17015,42319,59334,60971,255959,109856,85132,68484,6851,286087,142075,144012,130149
Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,626,1353445,682658,670787,978946,536487,442459,249008,125015,123993,1105,559,546,602977,392751,210226,486150,116827,1047411,208038,91139,154,86,29,36,100484,291400,5172,22379,290478,126761,417239,246909,293886,236511,189132,105978,97405,1186606,107292,1293898,708322,389764,252888,5524,67893,49605,217349,5886,284169,252000,16266,120474,270430,51959,112,197472,48007,26315,1170,3192,22842,217014,34430,25155,190837,77511,232329,38952,5592,6654,12698,37331,50029,53869,215193,93892,67432,56029,7704,250113,125574,124539,83154
Tamil Nadu,Salem,11.629324202127655,78.2478257978723,608,3482056,1781571,1700485,2285562,1285107,1000455,580512,294062,286450,119369,60489,58880,1694160,1083797,610363,1561030,133130,3326357,95487,53841,412,174,992,246,448968,835377,20660,63867,572813,597539,1170352,188672,571061,518763,457866,242306,296399,2335432,955045,3290477,1737345,1029479,713294,30660,196973,352121,564666,39279,749932,650064,46638,321173,706525,199211,310,495095,79818,96292,1128,1706,6722,593208,226846,414,723966,98845,678452,98849,7933,8622,54960,141704,196664,176298,611941,277832,157811,104034,6260,699881,354551,345330,215560
Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,622,1339101,668672,670429,959744,526304,433440,227746,113599,114147,790,394,396,620171,391305,228866,461102,159069,1186078,74310,75481,150,80,109,24,113822,314270,5773,24456,309224,143193,452417,101778,216931,236700,199263,103903,115894,998410,311112,1309522,666218,391356,280462,8222,95318,91250,218773,10799,304124,258837,20071,139173,277432,59229,96,190284,18405,49164,1477,1326,4331,203801,84326,25413,235593,53833,245294,39006,4472,5165,19607,44563,64170,60028,226250,101019,65203,46184,5356,228536,113993,114543,95360
Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,620,2405890,1182416,1223474,1790998,944264,846734,455062,225859,229203,3561,1739,1822,974079,680483,293596,834484,139595,2075870,190814,133971,231,795,1256,148,223044,555582,13495,42912,479070,274302,753372,138375,431983,419605,373111,178126,222410,1812871,461123,2273994,1193095,712017,499235,17231,137848,161750,374054,24121,522490,446982,42853,272623,475525,108700,171,307799,1831,97701,1448,152,2937,374666,209948,98,499900,20460,445798,58184,6279,7135,31686,77638,109324,111423,405697,180123,114151,82659,7394,458623,227598,231025,194985
Tamil Nadu,Theni,9.924066666666668,77.43458833333332,624,1245899,625683,620216,870080,479403,390677,258200,129900,128300,1835,954,881,591642,368900,222742,530591,61051,1148990,56751,37574,152,79,28,74,147529,312310,4667,18830,189328,221295,410623,90590,219747,213496,156676,95231,101147,891561,270738,1162299,618923,373564,252267,6607,57897,58034,187358,6570,291879,209456,10191,134167,243448,78115,225,136873,996,12593,508,1281,4165,191986,133986,27,320379,14993,253069,30050,2641,2892,22306,53484,75790,67104,230233,110055,53074,32434,2508,260035,130854,129181,61445
Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,602,3728104,1876062,1852042,2791721,1495711,1296010,821646,410526,411120,47243,23692,23551,1538054,1103563,434491,1247918,290136,3325823,143093,233633,1422,951,3693,530,621907,909400,75634,174279,387237,732196,1119433,181452,461918,600731,622789,303091,451321,2687680,610048,3297728,1925296,1154775,643614,54505,222750,363741,630578,112276,857364,772398,78827,636991,636443,291863,474,280985,53570,175520,1374,412,41640,531907,343722,858,625071,63193,717165,93063,9615,10766,32054,118838,150892,185181,671689,321799,164709,103687,12554,868889,434218,434671,319698
Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,619,1264277,626693,637584,946471,503085,443386,430927,214717,216210,3034,1466,1568,540168,369853,170315,412425,127743,1132785,96092,33192,258,151,279,64,109580,303114,4416,15535,321331,86848,408179,138960,250163,243773,203450,103908,99082,1067502,175564,1243066,627880,377118,257116,6790,80899,72916,159818,6894,287260,225629,32084,130231,287483,34994,89,186342,860,78485,287,134,2493,231871,81976,241,244534,14124,247478,27515,2565,2918,18370,44333,62703,59777,222880,99402,63701,39566,2822,433961,216183,217778,99542
Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,606,2464875,1235889,1228986,1626813,909803,717010,565329,282615,282714,90954,45956,44998,1238177,738995,499182,970072,268105,2294369,91636,66987,232,157,7898,110,176242,549077,6445,27529,563102,147061,710163,203879,442688,423135,343955,174560,158041,1782712,672427,2455139,1301347,683904,477668,7851,73410,138956,345750,10740,505170,389329,19983,135162,536269,47934,253,449825,32837,53134,310,700,2850,401432,157967,915,496596,33865,422698,77068,8445,9562,27323,68693,96016,90489,382614,165526,126599,105226,9408,656283,328571,327712,169395
Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,605,3936331,1961688,1974643,2773928,1504355,1269573,860212,424668,435544,72955,36663,36292,1689330,1123874,565456,1360185,329145,3397857,414760,111390,676,438,3514,251,417535,865913,20623,69912,653499,486801,1140300,191963,721473,719731,641585,311434,308514,2965827,891430,3857257,2096113,1116437,720713,20393,93309,286002,562422,36342,797713,653681,45832,381181,764911,144061,741,523845,26842,115013,515,616,10424,524806,324328,1047,765045,78184,681392,113434,12677,14378,36290,101364,137654,149485,615915,267798,198632,159413,14336,933167,461331,471836,330151
Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,625,1942288,967709,974579,1398788,760375,638413,399831,198704,201127,2294,1182,1112,950158,579111,371047,854066,96092,1822626,47838,67405,245,87,98,75,235005,505950,10219,37357,363782,370942,734724,163264,398670,317054,230321,138306,167506,1450277,403246,1853523,987538,575006,378174,9845,109937,119486,308362,17403,457317,353909,23643,167021,379629,149739,328,283237,4158,61793,684,1504,16410,380659,116349,103,453098,43124,410503,36597,2872,3150,44466,89433,133899,103255,355973,165669,87049,46868,3392,402125,199886,202239,92015
Tripura,Dhalai,23.781360477941163,91.94654283088232,291,378230,194544,183686,276217,151643,124574,61688,31461,30227,210608,106759,103849,155831,105657,50174,108259,47572,307120,8256,22940,175,39120,85,206,5532,46875,273,5067,89457,14071,103528,64515,84516,74015,21430,9157,6425,260948,109130,370078,232286,95548,50269,907,8049,3006,22302,338,24750,25563,2013,58161,77969,2897,66,22681,34233,18046,3993,5219,1044,27726,13042,364,16802,42329,64944,7774,781,895,2656,7394,10050,15688,53904,21755,16461,17546,1597,272296,138220,134076,12273
Tripura,North Tripura,24.121739755351683,92.17842538226292,292,693947,352860,341087,520402,275646,244756,114968,58375,56593,179426,91116,88310,248667,186034,62633,186105,62562,507967,105737,44062,151,34717,307,70,19631,81601,997,10310,150437,42184,192621,129329,179547,158211,47160,22720,18419,559122,156840,715962,414878,178608,100274,2726,17810,9201,55819,1215,43755,63308,4970,127388,134974,8213,40,20007,60499,16853,7454,6361,1376,55207,31151,2298,48723,64573,114600,14151,1552,1775,4713,13394,18107,26582,93545,37055,29908,35094,4185,294394,149491,144903,24440
Tripura,South Tripura,23.211874098057383,91.6065807585568,290,876001,447544,428457,646810,351082,295728,140168,72012,68156,344835,173174,171661,366845,253229,113616,258457,108388,736015,49258,39258,245,49420,106,808,20246,133744,948,10393,219171,44906,264077,129846,223185,204201,70173,31690,26870,691125,188363,879488,505558,236676,133424,3454,31321,12757,78220,1254,78159,87445,5076,174397,196002,6427,25,24770,45913,67910,3009,2438,1080,75815,54383,796,80036,75085,159386,20294,1874,2033,6972,18930,25902,46045,143146,59663,37438,33881,2354,485003,245186,239817,38483
Tripura,West Tripura,23.780166241299337,91.41310788863107,289,1725739,879428,846311,1361354,722998,638356,338094,172522,165572,431944,217278,214666,698178,500406,197772,524198,173980,1512801,152791,53622,499,2128,362,430,103228,314567,6394,36186,289621,217016,506637,248343,421485,451563,156277,88122,85405,1464673,279053,1743726,940424,499719,284637,11356,50815,44499,203802,9977,231324,228799,15422,365146,365266,29156,574,29161,65588,186536,1504,1396,4122,98575,213918,617,134228,90977,308619,43403,5160,5843,12111,36334,48445,92416,285029,119992,72621,63285,6711,770038,389800,380238,68155
Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,146,4418797,2364953,2053844,2680510,1614594,1065916,991325,531641,459684,7255,3827,3428,1389844,1119701,270143,1050562,339282,3922718,411313,10076,12057,4049,21508,384,251013,536402,27183,82012,496971,406852,903823,600839,904836,647340,450571,317618,199395,3141380,963202,4104582,2871903,991255,547873,44989,93565,243761,458049,47935,433913,520896,26713,311695,626023,37112,451,346392,18146,417507,96,477,8058,257562,307051,1416,224180,107997,435000,125466,42054,57706,12126,35682,47808,50532,259888,93722,115634,258683,106231,998580,535468,463112,132953
Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,143,3673889,1951996,1721893,2092567,1283380,809187,755254,402483,352771,629,340,289,1174361,929337,245024,865799,308562,2904140,729283,7635,5875,2582,2805,91,153283,268120,13634,58336,582117,275942,858059,456870,491605,443958,334738,216997,172585,2137251,1352181,3489432,2378289,787408,472667,21667,96490,151973,407346,23011,262098,445913,14169,254141,564776,33059,342,342650,1312,426380,63,139,6454,170338,374047,567,168309,60227,408582,102536,31779,41901,13980,35660,49640,46960,233318,82019,104339,235182,86472,755883,402823,353060,117741
Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,175,5954391,3131807,2822584,3665727,2199340,1466387,1309851,687076,622775,7955,4270,3685,2111907,1426110,685797,1286732,825175,5102041,796756,13782,4377,4391,2247,305,204357,391542,24122,85491,983266,265304,1248570,823863,934881,738076,596615,502826,428871,4061896,1756098,5817994,3764404,1335224,818137,41965,334711,243219,556688,37832,355913,616743,25302,278760,853641,34772,1195,605430,128221,498927,924,1770,4592,384892,322833,1316,252326,190828,549894,179798,61206,91505,20804,58163,78967,68360,338762,118881,151521,325893,154931,1317806,691346,626460,93789
Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,178,2397888,1212410,1185478,1486939,846676,640263,591125,298240,292885,746,406,340,787398,547406,239992,440998,346400,1985654,401678,2536,869,1817,235,33,21512,99581,2509,27308,501559,65031,566590,342667,392873,353570,247028,172872,194387,1718855,813502,2532357,1499494,515229,367234,9813,79722,60203,240089,3412,61470,255512,5974,67875,357876,4387,1688,290630,408,260490,107,282,3779,155590,174989,453,97529,33878,206450,82674,31457,46756,8025,17701,25726,21375,114866,38671,54820,140623,83242,591871,298646,293225,74156
Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,162,1379545,740040,639505,930836,546198,384638,391622,211413,180209,150,91,59,442023,364543,77480,325721,116302,1273546,101963,1004,371,332,228,444,32687,65479,2404,14279,255836,58438,314274,133123,291837,282449,168866,101542,79012,1063360,276224,1339584,856336,320763,202054,5088,59782,35729,139506,3317,60174,152099,4232,72893,240103,6104,185,173401,14725,185001,34,81,490,122958,85631,117,46112,39781,170264,41165,9720,12540,7160,17368,24528,22137,106340,38295,45908,91569,25933,391772,211504,180268,67324
Uttar Pradesh,Azamgarh,26.00829095477384,83.01220251256285,191,4613913,2285004,2328909,2771917,1559414,1212503,1171378,579586,591792,9327,4690,4637,1372032,941890,430142,784272,587760,3878626,718692,3810,719,5652,183,226,49699,183381,6652,47324,891024,80434,971458,831966,1344726,879745,489060,312571,158303,4024458,1218146,5242604,2930243,965876,699954,20757,174092,116175,468786,7888,159910,500400,12525,135150,647550,7850,1656,514537,1647,545388,170,726,5844,294403,316002,943,102270,49525,330071,168352,71109,110081,11679,27718,39397,33648,184249,60499,90102,255784,180500,1180705,584276,596429,176489
Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,139,1303048,700070,602978,797970,489858,308112,149060,79920,69140,14,10,4,416695,342604,74091,334519,82176,917474,364583,1840,483,161,16139,25,44732,119121,2989,19999,246055,69991,316046,139646,272939,215070,132197,79475,44164,887221,376700,1263921,817140,283276,194548,13301,75783,42998,139547,6646,111663,155781,5073,134051,196311,6261,240,70979,90,150465,20,68,4304,82659,96715,64,51339,27716,128531,42886,13858,18280,4170,10173,14343,13918,76826,27562,35346,80067,35854,149074,79930,69144,52722
Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,180,3487731,1843884,1643847,1398368,878285,520083,509307,270226,239081,11159,5606,5553,1152160,895576,256584,743452,408708,2291892,1169330,6400,8212,2793,1177,38,38940,85814,2681,35463,698520,61742,760262,447648,493760,215939,104762,65106,47690,1381933,1920966,3302899,2275746,754346,446242,13451,170698,51784,248875,3444,71676,270422,7146,93687,582513,7619,263,497488,8513,391416,176,277,2008,220216,326580,179,187350,48382,403826,96648,26960,37809,19848,54608,74456,60205,231407,80324,90878,211072,78243,520466,275832,244634,39656
Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,193,3239774,1672902,1566872,1963590,1160960,802630,494698,257624,237074,110114,56817,53297,1019483,723060,296423,569522,449961,3004240,213440,4463,892,1595,233,64,62157,119972,4672,42969,564927,64454,629381,436021,515010,443440,409484,323582,200434,2348254,1032533,3380787,1975934,724362,502628,10846,108399,65467,320335,5459,115533,342823,9000,124786,472507,5795,1309,350972,2135,395909,163,455,5316,130319,305850,731,75078,46271,256651,118486,47236,73448,7886,21363,29249,27690,153571,51466,74415,187993,111627,604812,314441,290371,85902
Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,182,2148665,1114721,1033944,868357,544943,323414,277212,145928,131284,24887,12657,12230,760253,534332,225921,458727,301526,1333242,805975,3228,900,1866,198,87,16229,57400,1551,15510,410070,35768,445838,379253,227932,122911,65516,40633,37109,876131,1332817,2208948,1415213,442339,283947,6167,78055,37816,185379,1616,34497,194750,4159,48201,314737,4279,335,271088,12517,219396,73,233,1174,104918,191185,199,85828,24888,181378,69285,26229,40851,11062,22200,33262,23290,96621,33057,40274,116044,75064,302099,158585,143514,24883
Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,170,1799410,965876,833534,1002937,630626,372311,387855,208184,179671,163,82,81,701689,485314,216375,483232,218457,1637549,157612,1367,231,168,916,50,26907,73522,1655,18612,378056,67569,445625,325773,415195,249238,114783,61702,63112,1235531,588025,1823556,1120432,408527,265310,5202,75196,32236,164115,2416,52233,174698,3984,90787,312553,6773,248,229093,20876,247074,33,466,477,187378,67368,157,51777,67991,216154,54436,14711,19761,12166,26640,38806,27123,127003,44496,55384,116889,40039,388018,208266,179752,53081
Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,176,3260699,1707073,1553626,1692458,1010518,681940,864559,453168,411391,610,333,277,1192850,871241,321609,834294,358556,2505444,737106,4857,2090,1553,3016,211,60554,108116,3159,26293,635840,79068,714908,533140,420824,350564,197780,132332,113799,1760720,1540841,3301561,2043335,709494,445269,11935,185813,91664,286603,4799,116157,306578,7882,103904,554258,8736,536,457582,17032,434135,149,332,2259,239391,264344,361,110385,63982,376659,91916,23021,30817,23631,47390,71021,55909,226368,78754,91705,197742,72586,865169,453501,411668,65448
Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,150,4448359,2357665,2090694,2191759,1342697,849062,557150,295964,261186,3227,1664,1563,1401971,1153006,248965,1043912,358059,2830768,1536534,14822,28187,4371,931,339,210687,272830,15164,56575,631613,362798,994411,717585,641251,442110,272840,172554,146446,2409592,1744527,4154119,2893965,952233,514141,24436,192343,159838,439045,23779,300504,481724,16535,462993,698240,36162,468,273309,330,414326,82,198,5547,76715,646459,588,323722,23048,532465,112948,26162,34599,17381,47699,65080,66579,299042,106979,125484,284381,97719,560377,297628,262749,100286
Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,185,2464464,1255272,1209192,1393783,819719,574064,513959,262534,251425,3620,1876,1744,783688,558642,225046,443724,339964,2082976,364510,3493,900,9753,107,99,37593,108101,3423,30244,513960,31065,545025,470355,349221,324085,211477,162961,143642,1674771,1021192,2695963,1574037,519265,363891,11477,100072,66316,260953,4819,76856,278758,6268,62328,372178,5089,1166,313198,642,248616,123,354,2621,161329,193400,351,125645,25061,211665,86134,32142,47969,11671,21232,32903,24237,117645,39549,53859,142675,86567,517579,264410,253169,48516
Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,134,3682713,1921215,1761498,2135393,1241471,893922,787444,413872,373572,3058,1588,1470,1088036,921497,166539,839778,248258,2032081,1585210,6184,50624,1736,2134,41,128042,268353,7303,37341,683875,224648,908523,498971,827447,549594,255028,159528,148185,2453411,1308683,3762094,2404576,786305,450186,17143,119245,131278,414342,11084,260312,445114,12524,380737,604085,17110,1019,241776,423,392856,86,219,5257,141480,442905,951,226734,44423,464666,89161,19263,24558,12247,39934,52181,53828,257846,92798,111220,240708,78073,790502,415460,375042,95500
Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,142,3499171,1845260,1653911,2031656,1253314,778342,725600,384743,340857,198,118,80,1173260,897815,275445,885216,288044,2707195,777407,4088,2765,669,1572,86,124641,223922,7865,38225,658449,221628,880077,443641,540754,475146,338138,217882,151182,2184539,1185318,3369857,2246254,753949,472808,20979,141619,136765,381418,13231,254050,410624,12104,257848,549364,26299,240,319152,412,421842,29,116,6320,100733,450820,524,152581,31123,387654,104872,31428,41142,14191,33933,48124,43390,227306,79984,103932,226492,80754,725798,384861,340937,120256
Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,196,1952756,1017905,934851,1174606,699454,475152,446786,235161,211625,41725,21571,20154,652543,462971,189572,341927,310616,1727869,215081,2153,1389,340,100,1175,32433,99602,3492,20762,344937,50822,395759,295979,367768,276638,196240,135962,88299,1368472,543247,1911719,1222695,437000,287767,7313,83980,49064,176679,4504,109887,190317,5441,74557,283240,9071,1080,216711,41519,208048,131,374,1491,128710,103011,361,38260,62997,164090,68585,27671,42299,5137,15746,20883,18937,103566,35149,49480,111692,58577,488511,256732,231779,60278
Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,171,991730,527721,464009,531072,330339,200733,266655,141379,125276,366,196,170,394197,254977,139220,282614,111583,955372,34559,693,63,101,285,27,11637,41046,827,9437,207237,23558,230795,168472,174106,124256,69641,40266,35826,616227,383908,1000135,638046,214228,136669,2805,43000,17911,80095,1169,27006,84775,2101,27623,162755,3009,105,138768,18242,122159,107,557,671,97672,26224,165,23226,43562,108770,30004,8290,11257,5565,12930,18495,12840,62599,21803,27956,62762,23602,267021,141575,125446,29375
Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,190,3100946,1537436,1563510,1875239,1079288,795951,468663,235694,232969,109894,54216,55678,876246,639073,237173,455382,420864,2730957,358539,3626,818,1182,209,146,60348,150001,4469,36068,597778,67928,665706,602403,473097,449571,372031,277548,194341,2392325,1130108,3522433,1946336,664708,481219,13388,97164,84941,358063,6290,122308,379700,7260,100060,463312,6074,789,364808,334,357083,110,293,3210,165652,274621,371,109265,32291,244457,118348,50948,79868,7466,18005,25471,23641,142877,46678,72558,184244,119972,578557,289910,288647,94483
Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,201,1774480,947339,827141,1055202,647042,408160,281011,150631,130380,140,87,53,545984,440244,105740,415476,130508,1611126,146346,2464,708,2887,5671,18,37027,69591,2635,19712,334246,67752,401998,238019,214091,201984,178434,119665,88607,1048892,718310,1767202,1149372,383707,237427,6644,52249,54798,187428,3977,79090,200961,4968,57574,280646,6907,360,229261,1322,220868,21,80,1093,130131,120195,76,66179,40148,191936,53726,15420,20684,6907,17777,24684,21331,104978,35582,48065,116471,44341,281151,150718,130433,58769
Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,161,1581810,845856,735954,1062003,623583,438420,388283,208731,179552,169,89,80,506072,413713,92359,361588,144484,1457892,113961,1362,1045,1733,3917,94,47520,113098,2964,21506,265643,85483,351126,171216,292852,298700,195192,121283,118571,1211214,397708,1608922,979633,362026,237786,7736,41005,47713,160626,4343,84543,177997,5639,93434,261034,10690,387,179462,13009,199665,122,240,843,138521,92232,234,58927,44580,178289,50264,13365,17505,8175,18470,26645,23209,112947,40294,49444,101056,34685,388452,208820,179632,73909
Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,177,2470996,1259628,1211368,1450901,838339,612562,555047,281284,273763,931,469,462,831209,597888,233321,496579,334630,2094271,365806,3225,1912,737,358,185,58328,127754,4746,28625,510378,79288,589666,356093,361114,347114,231129,176303,179996,1670696,981915,2652611,1534832,543148,367332,15426,141398,74081,252641,7250,99531,276720,8853,94981,403711,10253,324,318398,5435,317094,131,322,1667,153953,229802,302,90607,34074,252763,83756,25796,35595,15511,28653,44164,34082,156671,54349,68240,151205,65789,555978,281753,274225,54826
